Accident ID,Date,Time,Location,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause
cd086cbf,2023-11-18,17:26,"São Paulo, Brazil",48.967639,-66.233839,Storm,Snowy,4,0,Mechanical Failure
1e3b1307,2023-09-01,00:35,"Toronto, Canada",54.715438,140.179673,Rain,Snowy,2,1,Reckless Driving
447f31fa,2024-09-04,12:37,"London, UK",-82.556709,-154.296571,Storm,Dry,5,0,Weather Conditions
759a9b56,2023-02-11,22:27,"New York, USA",-37.103477,-81.874044,Rain,Icy,2,3,Speeding
4b7cd751,2024-10-03,10:39,"Mumbai, India",-35.610975,87.730286,Snow,Snowy,3,2,Reckless Driving
9a3797f5,2023-04-13,14:08,"Toronto, Canada",-88.087197,90.540614,Clear,Icy,4,0,Mechanical Failure
cec306da,2024-11-17,14:38,"London, UK",29.109325,-79.339419,Hail,Under Construction,5,0,Weather Conditions
13ba8562,2023-06-17,23:21,"Tokyo, Japan",12.951415,-39.992399,Snow,Under Construction,4,7,Speeding
7d5e8967,2023-08-03,18:46,"Beijing, China",-42.620372,23.823892,Snow,Snowy,2,4,Reckless Driving
0b975281,2023-05-03,18:55,"Tokyo, Japan",39.252464,36.239088,Clear,Icy,1,10,Mechanical Failure
0f21029b,2023-08-13,11:44,"Tokyo, Japan",60.936359,132.894836,Storm,Under Construction,1,3,Mechanical Failure
69cca4c2,2023-02-06,00:30,"São Paulo, Brazil",61.781157,168.873426,Rain,Dry,2,10,Speeding
b5b91bac,2024-05-05,15:17,"Mumbai, India",-87.089602,-131.933759,Rain,Gravel,1,7,Distracted Driving
43c18e30,2023-11-25,17:42,"London, UK",72.50237,21.992239,Storm,Under Construction,3,0,Distracted Driving
50e702ae,2023-10-08,12:32,"Tokyo, Japan",-3.073963,-150.561491,Hail,Icy,1,10,Distracted Driving
5a10a023,2024-10-31,23:25,"Tokyo, Japan",-48.624184,-14.720756,Hail,Wet,2,2,Speeding
da778a6e,2024-10-28,08:46,"Toronto, Canada",-28.587608,39.900603,Hail,Gravel,4,0,Distracted Driving
b36d6bea,2024-01-27,23:12,"São Paulo, Brazil",80.401758,101.977862,Hail,Dry,1,7,Reckless Driving
cbdc3b0f,2024-04-06,14:49,"Sydney, Australia",23.910997,10.307509,Fog,Under Construction,3,5,Reckless Driving
17e91dec,2023-11-22,19:26,"Tokyo, Japan",-2.946809,-31.372205,Rain,Gravel,3,0,Mechanical Failure
e58e9b9f,2024-08-21,11:01,"Toronto, Canada",68.90529,-97.894936,Storm,Icy,4,7,Reckless Driving
fdc48605,2023-03-10,20:42,"Beijing, China",24.94941,-90.63396,Hail,Icy,3,5,Weather Conditions
d91b3c91,2024-03-08,10:41,"New York, USA",86.566738,-160.627533,Hail,Dry,2,4,Reckless Driving
85a704ef,2024-05-18,01:18,"New York, USA",69.604203,-87.768047,Rain,Snowy,5,2,Drunk Driving
34b81835,2024-12-27,04:14,"Toronto, Canada",50.405773,110.439386,Storm,Dry,1,5,Weather Conditions
612a14b3,2024-03-08,21:00,"Beijing, China",29.385958,-110.095338,Fog,Snowy,3,7,Distracted Driving
f21a0d4c,2024-06-26,21:14,"Beijing, China",-80.094715,-147.44629,Hail,Wet,2,2,Speeding
9909a3b1,2024-07-15,11:16,"Tokyo, Japan",-73.962906,-82.983361,Storm,Under Construction,3,7,Weather Conditions
bc1b1261,2024-06-11,04:45,"Sydney, Australia",-16.03555,-144.978005,Rain,Snowy,1,8,Speeding
be8ff94e,2024-05-06,04:27,"Toronto, Canada",3.457058,69.683542,Rain,Gravel,5,4,Reckless Driving
cb075d8a,2023-05-18,17:51,"Tokyo, Japan",11.902127,-111.977231,Clear,Gravel,2,5,Drunk Driving
4a054fe2,2023-07-08,07:43,"Paris, France",7.523646,-9.401216,Storm,Gravel,2,2,Reckless Driving
8f914e91,2024-10-11,09:40,"Berlin, Germany",-46.225725,120.83396,Hail,Wet,3,5,Drunk Driving
ec615da4,2023-01-03,04:48,"Paris, France",-70.494869,89.096446,Hail,Icy,5,9,Distracted Driving
67509229,2023-06-26,18:31,"Toronto, Canada",-38.869079,-113.873967,Hail,Gravel,2,9,Drunk Driving
2db42e45,2024-05-22,10:24,"São Paulo, Brazil",-5.36129,51.827337,Storm,Under Construction,4,9,Weather Conditions
93ab2c4e,2023-01-19,05:56,"Mumbai, India",-72.024659,112.344168,Rain,Snowy,3,5,Mechanical Failure
17296cd7,2024-02-17,13:52,"Tokyo, Japan",87.685897,-46.299731,Fog,Wet,5,1,Reckless Driving
11a41ba6,2023-02-05,03:50,"Tokyo, Japan",-83.660279,-2.967646,Clear,Icy,2,2,Mechanical Failure
3e64b9b0,2023-01-07,02:45,"Tokyo, Japan",-38.219975,97.448339,Rain,Snowy,3,7,Speeding
ab377806,2024-06-29,14:17,"Tokyo, Japan",73.284137,-164.501006,Clear,Under Construction,1,0,Weather Conditions
7175f8d3,2023-03-10,22:16,"Toronto, Canada",45.741842,8.662299,Clear,Snowy,4,0,Mechanical Failure
848f0de3,2024-05-05,10:00,"Sydney, Australia",-40.374733,-166.281402,Fog,Dry,5,8,Speeding
91509d29,2024-05-20,14:37,"London, UK",87.433718,89.365483,Hail,Snowy,2,7,Drunk Driving
a30be9cc,2024-07-02,17:38,"New York, USA",-4.234513,-9.200028,Snow,Icy,5,0,Drunk Driving
8ed2674d,2024-10-17,04:23,"Berlin, Germany",-64.697178,-45.540588,Storm,Wet,3,2,Weather Conditions
6e420cce,2023-09-19,18:54,"London, UK",87.029836,114.593774,Storm,Gravel,1,2,Mechanical Failure
a0f53e61,2023-02-10,17:55,"Tokyo, Japan",-26.942176,62.546302,Clear,Dry,2,10,Distracted Driving
f38df991,2023-12-05,06:04,"Paris, France",13.914271,-57.474207,Hail,Snowy,3,0,Mechanical Failure
3134c8c0,2024-05-02,07:27,"New York, USA",-15.042583,-76.528935,Storm,Icy,4,5,Weather Conditions
b3c30706,2024-02-23,11:53,"Paris, France",-89.87618,106.731492,Storm,Gravel,3,7,Mechanical Failure
72c79f70,2023-06-01,19:04,"Berlin, Germany",73.368615,-154.32203,Storm,Gravel,2,0,Drunk Driving
6ff8ca9e,2024-11-23,07:50,"São Paulo, Brazil",33.767925,-46.95244,Hail,Icy,3,9,Weather Conditions
b8ab057e,2024-08-09,11:33,"London, UK",-52.14215,148.385669,Fog,Wet,4,3,Distracted Driving
6db2207c,2023-01-14,17:01,"London, UK",-86.355436,3.79232,Storm,Wet,2,7,Weather Conditions
c15381ac,2024-05-12,01:09,"London, UK",67.444208,-147.321132,Hail,Gravel,3,6,Drunk Driving
2b149131,2024-12-18,07:44,"São Paulo, Brazil",-8.44701,153.109753,Hail,Wet,1,7,Distracted Driving
b56ace9d,2023-06-07,04:47,"Beijing, China",-5.799944,39.310367,Storm,Dry,2,5,Speeding
b19426e6,2023-03-07,07:06,"Beijing, China",-5.189953,62.867806,Clear,Under Construction,4,6,Reckless Driving
f868e727,2024-07-24,02:50,"London, UK",54.660351,128.630847,Clear,Wet,5,0,Reckless Driving
ab47bf4e,2023-07-10,20:16,"Mumbai, India",74.461004,-108.095535,Storm,Icy,3,6,Reckless Driving
a82a93e6,2024-08-13,21:49,"São Paulo, Brazil",-15.591264,88.187871,Rain,Wet,1,0,Mechanical Failure
60bff701,2023-06-16,03:09,"Sydney, Australia",-34.144538,38.706175,Storm,Icy,2,3,Reckless Driving
51d37332,2024-08-30,00:57,"Berlin, Germany",64.915087,38.675154,Snow,Under Construction,4,3,Mechanical Failure
974fe531,2023-07-31,06:59,"Paris, France",-27.869825,-159.791379,Snow,Gravel,2,6,Speeding
f8064eb0,2023-04-27,07:25,"Paris, France",32.862673,-164.389886,Fog,Gravel,3,2,Weather Conditions
7c299b3f,2023-12-05,03:30,"New York, USA",69.145403,-175.397892,Clear,Icy,1,3,Drunk Driving
9dddc051,2024-11-08,12:24,"New York, USA",72.987093,-115.914831,Hail,Under Construction,5,6,Drunk Driving
89010d03,2023-02-04,01:33,"Toronto, Canada",-51.298944,-104.029368,Hail,Gravel,4,3,Drunk Driving
29b12667,2023-07-31,16:43,"London, UK",7.122834,-72.328129,Snow,Under Construction,3,7,Reckless Driving
51d4614f,2023-12-04,23:29,"Beijing, China",17.239111,115.327641,Rain,Gravel,5,3,Reckless Driving
5294fbb1,2024-04-29,18:23,"New York, USA",5.802627,12.932788,Clear,Snowy,5,9,Speeding
1537b5cc,2023-01-26,11:29,"Paris, France",85.036176,60.014784,Hail,Under Construction,5,2,Mechanical Failure
5d275b4c,2024-02-10,12:34,"São Paulo, Brazil",5.62486,63.788315,Rain,Snowy,4,10,Weather Conditions
9a71ee7f,2023-09-19,06:23,"New York, USA",84.560962,-164.744416,Clear,Dry,3,5,Weather Conditions
7dfefd81,2023-04-11,18:55,"Sydney, Australia",58.497298,139.650842,Snow,Wet,2,6,Drunk Driving
f6dce0a0,2024-02-20,01:45,"Paris, France",-54.299468,-66.130274,Fog,Dry,2,3,Reckless Driving
dbe6fa27,2023-11-21,10:55,"Toronto, Canada",64.156127,98.467237,Rain,Snowy,3,8,Mechanical Failure
015406c7,2024-05-17,04:14,"Toronto, Canada",40.295056,38.74885,Clear,Snowy,4,9,Speeding
55419434,2023-01-04,21:46,"Paris, France",-29.546047,-52.675981,Storm,Snowy,4,7,Weather Conditions
d7847154,2024-09-01,13:06,"London, UK",43.254233,-74.40063,Fog,Wet,1,7,Mechanical Failure
9a8f9d15,2023-04-09,12:14,"Tokyo, Japan",-72.569967,169.798525,Snow,Icy,2,5,Weather Conditions
b8cbc1e3,2023-10-03,13:18,"London, UK",-68.791822,-169.310491,Fog,Dry,3,8,Drunk Driving
8032cc23,2023-05-14,03:29,"Berlin, Germany",4.900636,117.137333,Storm,Gravel,5,7,Weather Conditions
da541409,2024-08-16,03:48,"Paris, France",-52.814889,-2.154303,Fog,Snowy,4,3,Weather Conditions
f1802d21,2023-09-23,23:14,"Tokyo, Japan",-4.152292,140.022845,Rain,Under Construction,4,2,Speeding
bc4953ac,2023-02-09,16:30,"London, UK",-38.417532,-18.918301,Rain,Under Construction,1,2,Distracted Driving
ad8303aa,2023-08-13,08:32,"Toronto, Canada",-50.746652,-105.92566,Clear,Dry,3,6,Drunk Driving
ca6fed22,2024-09-25,13:33,"Paris, France",31.250642,-151.850471,Clear,Snowy,1,0,Reckless Driving
7adb66f6,2024-08-28,01:54,"São Paulo, Brazil",-72.104992,80.15172,Hail,Icy,1,6,Distracted Driving
12eef9aa,2024-10-14,17:04,"Toronto, Canada",42.913978,-62.330137,Rain,Wet,1,10,Speeding
4e22e209,2023-07-05,23:08,"Beijing, China",-14.938579,116.775416,Fog,Under Construction,2,9,Drunk Driving
b4bc2408,2023-07-27,05:10,"Sydney, Australia",54.61061,7.297091,Hail,Icy,4,5,Distracted Driving
54fa419a,2023-04-02,19:53,"Sydney, Australia",-82.671468,72.338112,Hail,Gravel,2,2,Drunk Driving
86495f92,2024-07-20,21:33,"Tokyo, Japan",34.389302,-134.720695,Rain,Under Construction,4,4,Distracted Driving
d50be6fb,2024-01-23,12:22,"São Paulo, Brazil",-52.486971,142.836762,Storm,Wet,3,0,Distracted Driving
a2ca3d3b,2023-09-23,22:44,"Tokyo, Japan",-43.233476,135.465855,Snow,Dry,3,10,Weather Conditions
9ea443d5,2024-06-16,17:10,"Tokyo, Japan",33.633795,-66.274286,Clear,Gravel,4,2,Mechanical Failure
a779b12a,2023-05-18,18:35,"Toronto, Canada",13.802719,176.534619,Rain,Gravel,2,2,Mechanical Failure
244e0e25,2024-03-29,02:48,"Paris, France",-11.568151,-108.426113,Storm,Under Construction,4,5,Drunk Driving
004a5717,2023-08-07,11:28,"London, UK",-79.269004,-134.838325,Hail,Gravel,5,9,Distracted Driving
689d5350,2024-01-25,14:31,"Toronto, Canada",-12.664261,7.617166,Rain,Wet,1,1,Distracted Driving
9ff70448,2023-03-14,05:11,"Sydney, Australia",-31.177992,-117.604635,Rain,Icy,5,0,Weather Conditions
376ce50c,2024-05-08,06:13,"London, UK",-12.152158,-44.826022,Hail,Dry,2,8,Mechanical Failure
076e1af5,2024-03-30,18:54,"Sydney, Australia",-9.274772,132.321529,Snow,Icy,5,1,Reckless Driving
5dfa5f48,2023-05-17,02:25,"London, UK",-14.74096,-75.406058,Snow,Wet,3,1,Speeding
b4989c21,2024-06-21,20:37,"Paris, France",-25.969202,86.473521,Clear,Icy,2,8,Drunk Driving
79f9303d,2024-03-11,13:28,"Berlin, Germany",11.755441,-111.300285,Storm,Gravel,3,5,Reckless Driving
c6eb6983,2024-07-06,09:24,"Mumbai, India",-31.451093,65.435531,Fog,Gravel,2,0,Weather Conditions
1a57d0d8,2023-06-15,09:15,"Berlin, Germany",28.784733,132.561738,Hail,Snowy,5,1,Distracted Driving
e2839607,2024-10-18,13:44,"São Paulo, Brazil",-46.367956,19.357842,Snow,Icy,1,1,Drunk Driving
f2ecce0d,2023-09-23,05:29,"Berlin, Germany",13.433428,-15.5117,Storm,Under Construction,2,6,Weather Conditions
177cb062,2023-06-17,00:04,"Beijing, China",-74.025999,-148.186717,Storm,Icy,5,2,Reckless Driving
61624b46,2024-04-30,20:26,"Tokyo, Japan",58.593743,106.066977,Snow,Icy,5,10,Reckless Driving
9d83aad8,2023-06-01,04:55,"New York, USA",75.395088,23.393038,Snow,Dry,1,3,Drunk Driving
3ce99831,2024-07-16,04:49,"Tokyo, Japan",-66.44664,-96.82185,Snow,Under Construction,3,1,Weather Conditions
c4172783,2023-07-05,06:51,"Tokyo, Japan",42.739452,-115.976707,Hail,Dry,3,3,Weather Conditions
a407cfec,2024-08-25,05:53,"New York, USA",51.814175,-28.863333,Snow,Under Construction,5,4,Reckless Driving
4227f86a,2024-01-26,05:25,"Tokyo, Japan",25.519964,-152.32383,Rain,Wet,5,4,Speeding
238c0004,2023-09-08,10:46,"New York, USA",-27.019848,126.138778,Hail,Dry,2,8,Reckless Driving
86a1f04b,2024-05-09,03:26,"Tokyo, Japan",72.32434,-68.397207,Hail,Gravel,4,3,Distracted Driving
750af340,2024-02-15,23:13,"Sydney, Australia",12.55584,-134.647104,Fog,Gravel,4,7,Reckless Driving
cb7fe2a9,2024-10-06,08:13,"Toronto, Canada",3.997334,137.707219,Hail,Icy,4,2,Distracted Driving
3839ff59,2024-04-06,17:57,"New York, USA",24.364803,-107.625721,Storm,Under Construction,5,5,Speeding
1d0886e8,2024-12-14,17:47,"Berlin, Germany",49.236823,33.965549,Storm,Dry,1,5,Distracted Driving
51e45d47,2024-07-02,19:58,"Toronto, Canada",-34.893207,27.401765,Fog,Under Construction,4,3,Drunk Driving
01052e80,2024-05-05,17:47,"Toronto, Canada",-85.113943,109.396471,Fog,Dry,5,1,Mechanical Failure
2e5b3911,2023-10-20,06:35,"Toronto, Canada",-33.463758,49.315461,Fog,Gravel,3,9,Speeding
5124f83d,2023-11-05,05:31,"Paris, France",-79.936678,-36.699335,Snow,Under Construction,5,9,Weather Conditions
d32713a7,2023-04-22,12:51,"Mumbai, India",5.226473,53.954591,Clear,Snowy,3,8,Reckless Driving
51552c89,2024-09-29,18:30,"Beijing, China",-33.549748,-69.362344,Storm,Icy,1,4,Speeding
b7ff3fa8,2023-12-19,19:31,"Beijing, China",-51.509596,-87.946777,Rain,Gravel,2,6,Mechanical Failure
e26d4a44,2023-10-08,10:38,"Paris, France",26.226406,115.27381,Clear,Dry,3,8,Weather Conditions
376b4140,2024-01-11,21:44,"Tokyo, Japan",72.259235,175.351465,Clear,Gravel,1,6,Drunk Driving
8edae390,2023-05-04,12:36,"São Paulo, Brazil",25.062977,0.406538,Hail,Under Construction,5,4,Weather Conditions
86f729e0,2023-02-25,21:50,"London, UK",-71.858971,-42.590685,Hail,Snowy,4,7,Distracted Driving
acf2dc22,2024-01-26,08:00,"New York, USA",51.046786,-80.172598,Rain,Dry,4,4,Drunk Driving
4aa82018,2024-03-28,17:34,"Tokyo, Japan",-89.802956,-19.447474,Clear,Icy,1,1,Reckless Driving
b69a717a,2024-01-21,00:37,"Sydney, Australia",86.989881,164.655199,Clear,Under Construction,2,7,Drunk Driving
b976e998,2023-11-29,00:26,"London, UK",-84.66438,115.715526,Storm,Wet,2,9,Speeding
b8ee8471,2023-03-10,23:46,"Paris, France",-62.821952,178.555894,Clear,Gravel,1,3,Reckless Driving
16892156,2023-06-02,22:11,"Paris, France",55.125738,-176.238242,Fog,Wet,4,4,Drunk Driving
5e4821db,2023-02-13,21:44,"Paris, France",-80.603954,-146.48433,Rain,Wet,3,3,Drunk Driving
24d701a7,2023-04-04,00:24,"São Paulo, Brazil",-62.06095,25.47572,Clear,Under Construction,5,2,Mechanical Failure
741bb5b3,2023-04-17,05:52,"São Paulo, Brazil",-55.402351,16.954539,Rain,Gravel,2,2,Weather Conditions
f156c7fd,2024-03-13,19:27,"Sydney, Australia",17.637995,156.040704,Snow,Dry,2,3,Distracted Driving
dd030791,2023-04-08,01:13,"New York, USA",-0.033199,2.50557,Rain,Under Construction,2,0,Mechanical Failure
c85d0767,2024-12-01,02:00,"Paris, France",87.910334,172.973697,Fog,Dry,4,10,Reckless Driving
e05239fe,2023-12-03,08:51,"Berlin, Germany",-56.283711,-43.779818,Storm,Gravel,5,7,Distracted Driving
e2dbb1cb,2023-09-11,04:25,"Paris, France",4.473328,138.423027,Fog,Wet,2,8,Drunk Driving
b6b4c73e,2023-03-31,00:19,"Mumbai, India",13.969775,-164.365238,Storm,Icy,2,4,Distracted Driving
0930b669,2023-12-15,02:36,"Sydney, Australia",-65.621716,90.983441,Hail,Wet,1,5,Drunk Driving
5a48bfc2,2023-07-26,03:56,"Sydney, Australia",12.994014,33.447049,Hail,Wet,5,0,Speeding
2f76c98b,2024-11-22,07:15,"Mumbai, India",13.846242,85.786244,Clear,Under Construction,2,5,Reckless Driving
040a87bc,2023-04-23,09:44,"Beijing, China",-64.958969,-111.827498,Clear,Snowy,2,10,Drunk Driving
7da20f61,2024-10-25,14:33,"São Paulo, Brazil",-52.304324,61.311741,Snow,Dry,4,3,Speeding
00879600,2024-06-18,19:06,"New York, USA",-83.217821,81.486345,Rain,Gravel,1,4,Reckless Driving
49b15dbb,2024-10-17,20:24,"Mumbai, India",-55.161504,-144.395529,Storm,Dry,5,9,Speeding
7f513f9a,2024-09-01,02:38,"Sydney, Australia",28.778718,77.793339,Clear,Dry,1,1,Distracted Driving
fd4ef912,2023-07-17,04:24,"Mumbai, India",-70.786767,-104.853606,Fog,Snowy,4,1,Distracted Driving
b0bb887e,2023-08-08,06:48,"London, UK",5.680121,78.054081,Fog,Icy,4,8,Mechanical Failure
f30c93b3,2023-06-27,07:21,"Paris, France",3.556679,38.730854,Rain,Snowy,5,2,Drunk Driving
5016879a,2024-03-31,10:36,"Beijing, China",-41.404425,108.515226,Snow,Gravel,4,1,Distracted Driving
fde61dd6,2023-02-03,14:58,"Mumbai, India",-37.538141,17.518155,Fog,Icy,4,5,Distracted Driving
b4c39433,2023-05-15,21:16,"Beijing, China",-40.817961,169.205398,Snow,Dry,4,7,Reckless Driving
e7d4a7c3,2024-03-29,03:10,"Sydney, Australia",87.95688,147.370351,Hail,Snowy,4,1,Weather Conditions
3363cd8b,2024-02-13,21:17,"Mumbai, India",-37.377874,-73.393252,Rain,Under Construction,4,1,Distracted Driving
2738dd75,2023-11-23,22:22,"Beijing, China",83.983451,155.539221,Snow,Wet,5,8,Speeding
dad94317,2023-03-04,02:26,"Sydney, Australia",-10.572508,177.86941,Clear,Dry,1,2,Drunk Driving
7fecd03a,2024-03-03,15:59,"London, UK",39.497855,-165.768425,Storm,Under Construction,5,7,Mechanical Failure
35ac6c08,2023-10-03,19:32,"Toronto, Canada",-17.525898,119.650924,Clear,Snowy,1,1,Reckless Driving
9d8e0f14,2023-08-02,21:33,"Mumbai, India",47.678335,7.324084,Storm,Under Construction,3,9,Distracted Driving
7d1eb684,2023-12-08,04:00,"London, UK",-19.783591,85.000869,Storm,Under Construction,2,10,Reckless Driving
2f5c493e,2023-12-16,02:52,"London, UK",-2.470618,54.707585,Clear,Under Construction,3,4,Mechanical Failure
5aa33562,2023-03-22,22:02,"Mumbai, India",51.277264,-64.757166,Hail,Gravel,2,8,Distracted Driving
12c25f33,2024-09-29,13:46,"London, UK",77.151543,10.016261,Rain,Under Construction,2,2,Distracted Driving
d4c1cfdb,2023-10-01,11:42,"Toronto, Canada",-68.127716,132.889207,Storm,Wet,5,5,Weather Conditions
4313355e,2024-07-15,20:54,"Beijing, China",-12.300787,-51.166102,Snow,Dry,4,5,Distracted Driving
e49d13ee,2024-05-12,18:18,"New York, USA",58.729163,115.876724,Snow,Gravel,1,3,Speeding
80e1420a,2024-05-24,14:33,"Sydney, Australia",-68.463546,155.173507,Hail,Gravel,4,0,Mechanical Failure
6101b6cb,2023-01-11,01:06,"Toronto, Canada",54.42952,-38.032397,Hail,Icy,1,1,Drunk Driving
efab628c,2024-12-03,16:56,"Paris, France",-33.907713,25.856316,Storm,Snowy,4,2,Drunk Driving
6fa1c251,2023-03-13,14:35,"Paris, France",21.906729,-79.723152,Fog,Snowy,5,9,Drunk Driving
23f1f801,2023-04-21,04:49,"New York, USA",-10.543646,18.053047,Rain,Under Construction,2,9,Weather Conditions
1b189027,2024-09-19,14:28,"Toronto, Canada",-62.870438,-92.222614,Clear,Dry,5,4,Mechanical Failure
a3aefc7c,2024-03-16,02:38,"São Paulo, Brazil",68.388043,104.502658,Rain,Gravel,1,3,Distracted Driving
cf2cb206,2024-05-04,13:36,"London, UK",84.358016,170.152282,Fog,Gravel,1,6,Reckless Driving
adc22525,2024-05-06,18:38,"New York, USA",82.738762,51.25837,Fog,Dry,5,0,Mechanical Failure
00202909,2024-11-04,22:01,"Beijing, China",85.293338,14.100486,Snow,Snowy,1,4,Reckless Driving
7f218f0b,2024-04-04,22:44,"London, UK",-36.440184,107.288521,Fog,Wet,1,9,Reckless Driving
eb1ab7ec,2023-05-31,15:36,"Beijing, China",-63.544624,-15.399941,Fog,Wet,2,1,Drunk Driving
5906957a,2024-09-11,10:27,"London, UK",-59.991719,-27.052651,Hail,Gravel,4,7,Drunk Driving
a440efa1,2023-07-30,08:25,"São Paulo, Brazil",-72.918717,162.139845,Storm,Gravel,4,7,Drunk Driving
d6017ae6,2024-09-21,19:28,"Beijing, China",-0.880981,-163.514367,Storm,Gravel,5,8,Speeding
083c70f8,2023-12-02,14:11,"São Paulo, Brazil",-61.759433,-56.347773,Clear,Icy,3,0,Distracted Driving
1ddce723,2023-02-10,05:04,"New York, USA",-13.283688,-12.821101,Clear,Dry,5,10,Reckless Driving
3fba8a5a,2023-11-02,04:41,"Tokyo, Japan",-79.288501,157.851921,Snow,Wet,3,3,Mechanical Failure
bf764378,2024-02-19,14:06,"Sydney, Australia",79.680205,124.600057,Hail,Wet,5,7,Drunk Driving
3cd2dd5a,2024-05-13,04:32,"Paris, France",38.148367,-69.338972,Clear,Icy,2,1,Drunk Driving
b6b3c346,2023-04-13,20:43,"New York, USA",45.176283,-63.730976,Clear,Icy,2,7,Speeding
002e9e0d,2024-10-06,18:10,"Beijing, China",53.731776,-83.699141,Rain,Wet,1,6,Drunk Driving
e21abfb7,2024-08-25,08:18,"Toronto, Canada",78.893723,74.16568,Fog,Gravel,2,5,Speeding
341b4c17,2023-04-30,07:36,"Mumbai, India",-34.25841,6.298434,Clear,Icy,4,9,Drunk Driving
bc9f392b,2024-04-11,10:12,"Paris, France",75.872443,-138.802393,Fog,Dry,3,9,Reckless Driving
8b4740ca,2024-05-07,17:09,"Mumbai, India",-13.598908,-134.13233,Snow,Gravel,5,4,Speeding
2882fcfa,2023-01-17,13:20,"Mumbai, India",83.317114,-157.082797,Snow,Dry,4,0,Mechanical Failure
830ca358,2024-11-15,07:03,"Beijing, China",-5.648712,108.532549,Hail,Snowy,4,1,Drunk Driving
9f5d162b,2023-11-25,14:50,"Beijing, China",-83.369733,108.879085,Rain,Wet,4,5,Speeding
cd0e6350,2023-10-15,17:44,"Toronto, Canada",15.172105,-110.913267,Storm,Wet,2,6,Distracted Driving
0f85cd86,2023-07-03,01:07,"Tokyo, Japan",71.695244,2.938619,Fog,Snowy,5,2,Speeding
1ac8fb7e,2023-09-11,11:16,"Berlin, Germany",40.738709,-10.727289,Snow,Snowy,2,8,Drunk Driving
b1489d68,2024-10-30,13:56,"São Paulo, Brazil",18.004693,-159.544881,Fog,Wet,3,1,Reckless Driving
02d64daa,2024-07-01,15:09,"Paris, France",-23.546493,15.477041,Fog,Under Construction,4,9,Reckless Driving
6c9c633e,2023-10-31,16:48,"Sydney, Australia",-32.706759,115.371104,Fog,Dry,2,4,Speeding
d18e5761,2024-09-05,10:42,"Mumbai, India",-62.57719,-45.016363,Clear,Snowy,4,2,Speeding
7bd8e398,2023-12-28,09:48,"London, UK",-53.698286,167.498715,Hail,Dry,4,1,Mechanical Failure
c1c97c63,2023-10-09,07:16,"New York, USA",-76.309855,-72.02242,Snow,Dry,1,3,Weather Conditions
c0eb9c79,2023-12-25,12:48,"São Paulo, Brazil",-27.615078,127.14026,Fog,Snowy,5,0,Weather Conditions
fb295749,2024-04-30,01:43,"Berlin, Germany",78.424132,97.335428,Rain,Wet,5,5,Drunk Driving
f1da9b31,2024-06-05,12:49,"Paris, France",-12.139478,142.769867,Rain,Snowy,4,5,Reckless Driving
4fa98b98,2023-04-30,10:26,"São Paulo, Brazil",32.077898,142.437454,Rain,Under Construction,1,4,Drunk Driving
366eabd8,2024-06-12,21:07,"Berlin, Germany",-69.335166,-158.240346,Hail,Dry,1,10,Reckless Driving
c1f34088,2023-07-10,22:59,"Mumbai, India",-35.175798,0.145061,Clear,Under Construction,3,0,Drunk Driving
259ab4b9,2023-10-14,21:12,"Beijing, China",15.061767,116.129182,Snow,Under Construction,1,10,Mechanical Failure
6b3c9492,2024-05-16,17:12,"Sydney, Australia",-64.096163,-75.007804,Rain,Dry,1,1,Speeding
e38d4661,2023-08-26,19:19,"Sydney, Australia",-59.567253,85.368108,Rain,Gravel,1,2,Weather Conditions
8deb7e22,2023-08-24,03:32,"Mumbai, India",69.930668,-159.770404,Storm,Icy,5,0,Reckless Driving
7ee4da25,2024-02-29,00:31,"Beijing, China",-77.13159,60.590904,Snow,Snowy,1,5,Drunk Driving
df5b17b5,2023-02-10,10:03,"Beijing, China",-33.43191,67.549161,Storm,Wet,3,5,Distracted Driving
bc936e47,2024-07-17,04:24,"Toronto, Canada",43.767615,-99.773956,Hail,Dry,2,8,Mechanical Failure
7f963d39,2024-04-28,06:09,"São Paulo, Brazil",49.125442,-89.56085,Storm,Icy,3,5,Drunk Driving
0136254c,2023-05-27,04:45,"Berlin, Germany",-26.641397,26.433873,Storm,Dry,3,8,Reckless Driving
82dae1a7,2023-03-09,18:24,"Toronto, Canada",41.937456,-140.22943,Clear,Icy,2,3,Drunk Driving
15b4bcbc,2024-05-09,13:43,"São Paulo, Brazil",22.765148,-54.499967,Snow,Dry,1,5,Distracted Driving
7e9e3a2e,2024-02-29,13:12,"Mumbai, India",49.232107,-131.573094,Hail,Wet,1,1,Mechanical Failure
1646352e,2024-09-28,18:48,"Toronto, Canada",41.252345,91.022174,Hail,Gravel,3,6,Distracted Driving
21012bcc,2023-05-27,18:49,"Berlin, Germany",3.12163,-72.0841,Snow,Snowy,1,2,Mechanical Failure
9597f049,2023-08-06,09:05,"Tokyo, Japan",67.328286,-149.763651,Snow,Dry,1,5,Drunk Driving
99a311a6,2024-06-12,03:43,"Sydney, Australia",28.514533,-86.567622,Storm,Snowy,3,5,Weather Conditions
c31f8743,2023-12-30,08:47,"New York, USA",16.442738,-105.923371,Hail,Gravel,1,2,Reckless Driving
5e24df3b,2023-04-04,15:16,"Toronto, Canada",21.283188,-89.82081,Clear,Wet,1,10,Reckless Driving
